work_id,cost_ratio_vs_category_median,progress_vs_elapsed_time_ratio,days_since_last_photo,citizen_grievance_count
WRK-000033,1.002004008016032,0.1,145.39871773717834,4
WRK-000034,1.002004008016032,0.1,9.221766725149424,0
WRK-000035,1.002004008016032,0.1,12.831134743810281,0
WRK-000036,1.2024048096192386,0.1,6.876667228755865,0
WRK-000037,1.002004008016032,0.1,6.438224418126211,0
WRK-000038,1.002004008016032,0.1,17.57829364385089,0
WRK-000039,0.6114560559685177,1.0,5.938944178575989,1
WRK-000040,2.5,0.1,26.674048500637667,2
WRK-000041,0.8,0.1,27.817279724918148,0
WRK-000042,0.4,0.1,21.681658559303862,0
WRK-000043,0.8,0.1,1.460566959608716,1
WRK-000044,1.0,0.1,22.681350034455093,2
WRK-000045,1.0,0.1,27.086759757303447,0
WRK-000046,0.52,0.1,22.44079302914855,0
WRK-000047,1.0,0.1,5.600982404728464,1
WRK-000048,1.0,0.1,6.418723820720648,0
WRK-000049,1.0,0.1,3.3147181460319644,0
WRK-000050,1.0,0.1,7.087270253829235,0
WRK-000051,1.0,0.1,0.4227951281957562,1
WRK-000052,1.0,0.1,3.347127922314269,1
WRK-000053,1.0,0.1,26.301136890943127,0
WRK-000054,1.0,0.1,79.91512542369678,1
WRK-000055,1.0,0.1,11.270761847772697,0
WRK-000056,1.0,0.1,5.680794032016559,0
WRK-000057,1.0,0.1,7.955125078144711,0
WRK-000058,1.0,0.1,7.226844458698258,0
WRK-000059,1.0,0.1,2.5926720644720262,0
WRK-000060,0.15,0.1,21.6665026974322,0
WRK-000061,1.0,1.0,27.516977070348872,0
WRK-000062,1.0,1.0,30.156182612856142,0
WRK-000063,1.0,1.0,106.19765591519554,0
WRK-000064,1.0,1.0,42.13320469553527,0
WRK-000065,2.566208170806816,0.1,32.89731680991164,1
WRK-000066,2.566208170806816,0.1,20.869829639532075,0
WRK-000067,0.5,0.1859504132231405,11.85048397921582,0
WRK-000068,2.566208170806816,0.1,0.8890711254369439,1
WRK-000069,0.5,1.0,19.132055736403963,2
WRK-000070,0.5502228757679947,0.1,12.427661749858864,1
WRK-000071,2.1237628571428573,0.1,30.159227502191822,1
WRK-000072,5.246666666666667,0.1,40.56003162312493,1
WRK-000073,5.246666666666667,0.1,6.641376293945403,1
WRK-000074,5.246666666666667,0.1,0.9950144240745228,0
WRK-000075,5.246666666666667,0.1,18.496444702455477,0
WRK-000076,5.246666666666667,0.1,51.068387995880954,0
WRK-000077,5.246666666666667,0.1,16.42143193216912,0
WRK-000078,1.7030285714285713,0.1,42.618857716887526,0
WRK-000079,2.0,0.1,15.060294906796653,0
WRK-000080,2.0,0.1,26.27988095287818,0
WRK-000081,0.5,0.1,5.775659893676103,0
WRK-000082,0.5,0.1,2.6883450167737672,0
WRK-000083,0.5,0.1,2.849616654805842,1
WRK-000084,1.0,0.1,2.3536463615017515,1
WRK-000085,1.2857142857142858,0.1,1.0934623782705908,0
WRK-000086,1.5,0.1,34.33186382988964,0
WRK-000087,1.8,0.1,8.972299975338542,0
WRK-000088,0.5333333333333333,0.1,229.15038673092596,3
WRK-000089,0.5714285714285714,0.1,18.699186691826746,0
WRK-000090,0.5714285714285714,0.1,3.745349109363536,0
WRK-000091,0.7490636704119851,0.1,38.36584883703292,0
WRK-000092,0.5714285714285714,0.1,25.83912078880899,0
WRK-000093,0.5714285714285714,0.1,202.65801301913658,5
WRK-000094,0.5714285714285714,0.1,4.0118362874487214,1
WRK-000095,0.8,0.1,10.62039218537093,0
WRK-000096,1.0,0.1,6.0966173961353025,0
WRK-000097,0.5714285714285714,0.1,1.514773977847119,0
WRK-000098,0.5714285714285714,0.1,10.071195969042318,0
WRK-000099,1.5,0.1,261.6388662837311,5
WRK-000100,0.2857142857142857,0.1,20.176998747206873,0
WRK-000101,1.25,0.2777777777777778,61.64822451224324,0
WRK-000102,1.0,0.1,40.928646502662744,0
WRK-000103,0.6012024048096193,0.1,22.35784197683197,0
WRK-000104,1.0,0.1,37.012007901996846,0
WRK-000105,1.0,0.1,14.538613671337774,1
WRK-000106,1.0,0.1,21.35698512001933,0
WRK-000107,0.5714285714285714,0.1,7.604377723098946,0
WRK-000108,0.5714285714285714,0.1,4.381082634909899,0
WRK-000109,0.5714285714285714,0.1,42.89834767846293,0
WRK-000110,0.5714285714285714,0.1,2.8060592394051813,0
WRK-000111,0.5333333333333333,0.1,3.7579799002096603,0
WRK-000112,1.0,0.1,6.204834751513789,0
WRK-000113,0.5714285714285714,0.1,19.34998760347518,1
WRK-000114,0.5714285714285714,0.1,8.276781520409402,1
WRK-000115,0.5714285714285714,0.1,13.689658706299229,0
WRK-000116,0.5714285714285714,0.1,43.195578018494665,0
WRK-000117,0.5714285714285714,0.1,30.834404720685306,0
WRK-000118,0.5714285714285714,0.1,23.42493980775386,1
WRK-000119,0.5714285714285714,0.1,3.418998609172521,0
WRK-000120,0.5714285714285714,0.1,23.78841873385931,0
WRK-000121,1.0,0.1,9.089566631997654,1
WRK-000122,1.0,0.1,2.4752719378757293,2
WRK-000123,1.0,0.1,7.988514361139832,2
WRK-000124,1.0,0.1,1.4111487238265055,0
WRK-000125,1.0,0.1,18.30170300241932,0
WRK-000126,1.0,0.1,19.433538429724337,0
WRK-000127,1.0,0.1,5.886002186099931,0
WRK-000128,1.0,0.1,0.916828340522226,0
WRK-000129,1.0,0.1,54.58620893981082,0
WRK-000130,1.0,0.1,16.155983190675823,0
WRK-000131,1.0,0.1,29.761455795812466,0
WRK-000132,1.0,0.1,7.055897722217551,0
WRK-000133,1.0,0.1,33.52801726596054,0
WRK-000134,1.0,0.1,32.8254281923221,0
WRK-000135,1.0,0.1,1.8626435872243576,0
WRK-000136,1.0,0.1,108.63179344036129,0
WRK-000137,1.0,0.1,13.471923562312845,0
WRK-000138,1.0,0.1,27.955168465403382,1
WRK-000139,1.0,0.1,4.873979033223867,0
WRK-000140,1.0,0.1,19.676426927863726,0
WRK-000141,0.5714285714285714,0.1,5.724859772932929,0
WRK-000142,1.0,0.1,32.27889874885389,0
WRK-000143,1.0,0.1,9.261511041646138,0
WRK-000144,1.0,0.1,15.581943752252156,0
WRK-000145,1.0,0.1,10.561411468315098,0
WRK-000146,1.0,0.1,15.070201023812551,0
WRK-000147,1.0,0.3751284686536485,9.446018760098092,0
WRK-000148,0.3,0.1,12.259878721438044,0
WRK-000149,1.3333333333333333,0.1,0.5744302293322041,1
WRK-000150,0.42857142857142855,0.1,31.750179609999726,1
WRK-000151,0.5714285714285714,0.1,50.192967766764625,0
WRK-000152,0.5714285714285714,0.1,11.619190654621999,0
WRK-000153,0.8,0.1,68.08178593386947,0
WRK-000154,0.8,0.1,3.3617299225550856,0
WRK-000155,0.8571428571428571,0.1,55.69295217873232,1
WRK-000156,0.8333333333333334,0.1,7.287088686476703,0
WRK-000157,0.6,0.1,13.373165202843895,0
WRK-000158,1.3333333333333333,0.1,48.73988583502745,0
WRK-000159,1.0,0.1,2.538498658605777,0
WRK-000160,1.0,0.1,3.8196992016259443,0
WRK-000161,1.0,0.1,26.850573069026,0
WRK-000162,1.0,0.1,19.647578430016445,0
WRK-000163,1.0,0.1,5.759376794918653,0
WRK-000164,1.0,0.1,8.86716586376423,0
WRK-000165,0.5714285714285714,0.1,14.99702101424154,0
WRK-000166,1.0,0.1,37.99510763331127,0
WRK-000167,1.0,0.1,7.166408007221497,2
WRK-000168,1.0,0.1,15.301297084503918,0
WRK-000169,0.75,0.1,147.86324302508896,4
WRK-000170,0.7142857142857143,0.1,6.086370267037324,0
WRK-000171,0.5714285714285714,0.1,42.67084389136283,0
WRK-000172,0.75,0.1,11.131660755267133,0
WRK-000173,1.0,0.1,26.788505369202564,2
WRK-000174,0.7142857142857143,0.1,6.054051555455709,1
WRK-000175,1.0,1.0,3.720701880222576,1
WRK-000176,1.0,0.1,22.84815642377911,0
WRK-000177,1.0,1.0,28.349069322967836,0
WRK-000178,0.5714285714285714,0.1,19.01772889704672,0
WRK-000179,0.7142857142857143,0.1,23.747032260639788,0
WRK-000180,0.75,0.1,20.377048507426498,0
WRK-000181,0.5714285714285714,0.1,21.839119019842457,0
WRK-000182,0.5714285714285714,0.1,45.093652029895466,0
WRK-000183,0.7142857142857143,0.1,56.469380994869034,0
WRK-000184,1.0,0.1,13.247146811245917,0
WRK-000185,0.7142857142857143,0.1,154.6977238345939,2
WRK-000186,0.7142857142857143,0.1,28.074686101958584,0
WRK-000187,1.0,0.1,16.923871721627965,1
WRK-000188,1.0,0.1,48.80933174224186,0
WRK-000189,0.7142857142857143,0.1,20.889467719516194,0
WRK-000190,1.0,0.1,2.805392498466099,1
WRK-000191,0.7142857142857143,0.1,20.98414765608155,0
WRK-000192,1.0639569635385535,0.06147540983606557,11.448894188746356,0
WRK-000193,1.0639569635385535,0.06147540983606557,2.3027227885906116,1
WRK-000194,1.0639569635385535,0.06147540983606557,5.47700220253229,0
WRK-000195,1.0639569635385535,0.06147540983606557,69.52079186390391,0
WRK-000196,1.0639569635385535,0.06147540983606557,8.058545192337773,0
WRK-000197,1.0639569635385535,0.06147540983606557,5.161817457873468,0
WRK-000198,1.0639569635385535,0.06147540983606557,8.882119516029778,1
WRK-000199,1.0639569635385535,0.06147540983606557,41.34708749639831,2
WRK-000200,1.0639569635385535,0.06147540983606557,21.776723531455,1
WRK-000201,3.4787806335923492,0.06147540983606557,3.9541017879203757,0
WRK-000202,3.4787806335923492,0.06147540983606557,0.16258845666068017,0
WRK-000203,3.4787806335923492,0.06147540983606557,8.760470311359875,0
WRK-000204,3.4787806335923492,0.06147540983606557,3.0125390159704937,2
WRK-000205,3.4787806335923492,0.06147540983606557,41.34924163996676,1
WRK-000206,3.4787806335923492,0.06147540983606557,2.1317639239357393,0
WRK-000207,3.4787806335923492,0.06147540983606557,13.68485180420787,1
WRK-000208,0.6,0.1,20.350549347436537,1
WRK-000209,1.0639569635385535,0.1,57.40010787713649,0
WRK-000210,0.7142857142857143,0.1,5.809563127769199,0
WRK-000211,1.0116279069767442,1.0,34.715597994257855,0
WRK-000212,0.5,0.1,216.48899069812632,2
WRK-000213,1.25,0.1842374616171955,34.60040084105545,0
WRK-000214,0.8,0.1,7.162601359535598,0
WRK-000215,0.6666666666666666,0.1,6.655379786884899,0
WRK-000216,0.6666666666666666,0.1,5.0554605101063,0
WRK-000217,0.6666666666666666,0.1,20.877936438210792,0
WRK-000218,0.6666666666666666,0.1,12.992532201905334,0
WRK-000219,0.6666666666666666,0.1,17.3215862493018,0
WRK-000220,0.6666666666666666,0.1,25.65656749770563,0
WRK-000221,0.6666666666666666,0.1,247.17720210334505,2
WRK-000222,0.6666666666666666,0.1,147.8981557737397,3
WRK-000223,0.6666666666666666,0.1,27.97495279485019,0
WRK-000224,1.3333333333333333,0.1,0.6887364689094967,1
WRK-000225,0.2857142857142857,0.1,30.098797077726026,0
WRK-000226,0.6666666666666666,0.1,26.008225532467137,0
WRK-000227,0.6666666666666666,0.1,8.77326286248942,1
WRK-000228,0.6666666666666666,0.1,4.794547134592707,0
WRK-000229,0.6666666666666666,0.1,14.212288313194456,1
WRK-000230,0.6666666666666666,0.1,40.51391492277269,0
WRK-000231,0.6666666666666666,0.1,6.518561271245585,1
WRK-000232,0.6666666666666666,0.1,28.665784761039944,0
WRK-000233,0.6666666666666666,0.1,150.05414207693238,2
WRK-000234,1.0,0.1,7.976493413890024,2
WRK-000235,1.0,0.06134969325153374,86.05544321459688,0
WRK-000236,1.002004008016032,0.1,1.2079196545117699,1
WRK-000237,3.3333333333333335,0.1,0.7436995125487849,0
WRK-000238,1.15,0.1,37.14617448211955,0
WRK-000239,2.0,0.1,250.8214490290007,5
WRK-000240,1.2,0.1,12.120922026906918,1
WRK-000241,1.5,0.1,39.18354582968189,0
WRK-000242,1.0,0.1,49.49999413316079,3
WRK-000243,1.0,0.1,16.485568050579072,0
WRK-000244,0.5714285714285714,0.1,42.13110778032889,0
WRK-000245,1.0,0.1,190.0189668075173,4
WRK-000246,1.0,0.1,10.029259259940265,1
WRK-000247,1.0,0.1,4.865850332837906,0
WRK-000248,1.0,0.1,27.53530491986417,0
WRK-000249,1.0,0.1,42.81767287393165,0
WRK-000250,1.0,0.1,53.39773929724723,1
WRK-000251,1.0,0.1,6.040212947625358,0
WRK-000252,1.0,0.1,20.515993673276363,0
WRK-000253,0.5714285714285714,0.1,10.26606861459397,0
WRK-000254,1.0,0.1,34.238568395625165,0
WRK-000255,1.0,0.1,4.414289278629045,1
WRK-000256,1.0,0.1,1.1789296972073693,0
WRK-000257,0.75,0.1,7.218281945805592,1
WRK-000258,1.0,0.1,1.4132072856515228,0
WRK-000259,1.0,0.1,9.42207398245028,0
WRK-000260,1.08045,0.1,9.757600163559005,0
WRK-000261,0.9555,0.1,2.267783843576306,0
WRK-000262,2.30496,0.1,61.74460553672845,2
WRK-000263,1.2005,0.1,6.043606662065349,0
WRK-000264,1.0,0.1,23.935356533337107,0
WRK-000265,0.4,0.1,4.014411454592054,0
WRK-000266,0.75,0.1,10.175339123669353,0
WRK-000267,0.75,0.1,1.8048742736891323,0
WRK-000268,0.75,0.1,2.3568394192542335,0
WRK-000269,0.75,0.1,0.2230247162217847,2
WRK-000270,0.75,0.1,32.30734123426393,1
WRK-000271,0.75,0.1,7.105094718765531,0
WRK-000272,0.75,0.1,13.85265036535857,0
WRK-000273,0.75,0.1,17.37892979457169,0
WRK-000274,0.75,0.1,3.5962605983758538,0
WRK-000275,0.75,0.1,58.662939382891,0
WRK-000276,1.0,0.1,10.932887208647891,0
WRK-000277,0.75,0.1,1.507504587823232,0
WRK-000278,0.75,0.1,2.1608786259974853,0
WRK-000279,0.4,0.1,9.926666099292497,0
WRK-000280,0.6700167504187605,0.1,2.539822837726758,0
WRK-000281,1.6,0.1,6.5265308815377745,0
WRK-000282,1.0,0.1,14.866695443399625,0
WRK-000283,3.5698348951361,1.0,0.8299421181661466,0
WRK-000284,0.4,0.1,7.177895090440346,0
WRK-000285,1.2,0.1,31.397763164900844,0
WRK-000286,1.0,0.1,1.4904341956143545,1
WRK-000287,1.0,0.1,19.407159481638413,0
WRK-000288,0.4,0.1,1.0093969190679737,0
WRK-000289,0.75,0.1,53.562175570340756,0
WRK-000290,0.75,0.1,5.083917663642766,0
WRK-000291,0.75,0.1,289.4200006672102,3
WRK-000292,0.75,0.1,21.80214052256793,1
WRK-000293,0.75,0.1,45.187338030657564,0
WRK-000294,0.75,0.1,63.75473858729621,0
WRK-000295,0.75,0.1,27.634523845635965,0
WRK-000296,0.75,0.1,34.55223259685605,1
WRK-000297,0.75,0.1,21.936925153758665,0
WRK-000298,0.75,0.1,3.8507316035781414,1
WRK-000299,0.75,0.1,23.313052200512544,0
WRK-000300,0.75,0.1,3.337605880255927,0
WRK-000301,0.75,0.1,19.783254039368735,0
WRK-000302,0.75,0.1,15.34515752824767,0
WRK-000303,0.75,0.1,7.151287425920011,1
WRK-000304,0.75,0.1,179.19672621766009,5
WRK-000305,0.75,0.1,18.045084743468344,0
WRK-000306,0.75,0.1,4.634337129677723,0
WRK-000307,0.75,0.1,8.36165632430089,0
WRK-000308,0.75,0.1,8.454563286462733,0
WRK-000309,1.0,0.1,2.248493123308291,0
WRK-000310,1.0,0.1,5.79291129333571,1
WRK-000311,2.0,0.1,20.52123346836581,0
WRK-000312,1.0400478182904962,0.1,23.901906901716615,1
WRK-000313,1.0400478182904962,0.1,11.478582354184487,1
WRK-000314,1.0400478182904962,0.1,11.99879235331462,0
WRK-000315,1.0400478182904962,0.1,222.34318543320452,2
WRK-000316,1.0400478182904962,0.1,23.332382177326352,1
WRK-000317,1.0400478182904962,0.1,8.124852241651737,0
WRK-000318,1.0400478182904962,0.1,289.63315847390777,4
WRK-000319,1.0527426160337552,0.1,261.8029896447257,4
WRK-000320,1.0232067510548524,0.1,12.005621100997438,0
WRK-000321,1.0501054852320675,0.1,57.4651178011786,0
WRK-000322,1.0400478182904962,0.1,42.89707407007086,0
WRK-000323,1.0400478182904962,0.1,19.07896102991602,0
WRK-000324,0.9915611814345991,0.1,23.858104557976375,1
WRK-000325,1.0506329113924051,0.1,2.9594023656692334,0
WRK-000326,1.0284810126582278,0.1,9.270072505669571,1
WRK-000327,1.0516877637130801,0.1,26.053890658302272,0
WRK-000328,1.029535864978903,0.1,20.460224107093346,0
WRK-000329,1.0337552742616034,0.1,4.734305550778091,0
WRK-000330,1.001001001001001,0.1,62.11686972313253,1
WRK-000331,1.0495780590717299,0.1,0.7675913447161662,0
WRK-000332,1.0506329113924051,0.1,22.267275671626443,1
WRK-000333,1.0485232067510548,0.1,1.9285524703912371,0
WRK-000334,1.044831223628692,0.1,49.14597676948794,1
WRK-000335,1.0390295358649788,0.1,1.731583533588354,0
WRK-000336,1.0495780590717299,0.1,31.0331972860045,0
WRK-000337,1.0443037974683544,0.1,3.6215052007583104,0
WRK-000338,1.0474683544303798,0.1,90.81061938041456,0
WRK-000339,1.0495780590717299,0.1,11.56172558933676,0
WRK-000340,1.0464135021097047,0.1,23.485735957681882,0
WRK-000341,1.0506329113924051,0.1,19.587784006078333,0
WRK-000342,1.0443037974683544,0.1,13.397849654425695,0
WRK-000343,1.0232067510548524,0.1,28.840598221048467,0
WRK-000344,1.0021097046413503,0.1,14.800254909042106,0
WRK-000345,1.0443037974683544,0.1,54.81205415547316,0
WRK-000346,1.0495780590717299,0.1,124.87888306576953,4
WRK-000347,1.0400478182904962,0.1,107.17730948350626,0
WRK-000348,1.0400478182904962,0.1,16.556811016841134,0
WRK-000349,0.9704641350210971,0.1,5.896785580306077,2
WRK-000350,0.9810126582278481,0.1,11.731252117342814,0
WRK-000351,1.0126582278481013,0.1,24.860997390387446,0
WRK-000352,1.0126582278481013,0.1,19.936337631451842,0
WRK-000353,1.0400478182904962,0.1,234.90440237805944,3
WRK-000354,0.9810126582278481,0.1,45.514764155732415,0
WRK-000355,1.0523206751054852,0.1,18.91093514606746,0
WRK-000356,0.8786919831223629,0.1,31.48631880547537,0
WRK-000357,1.0495780590717299,0.1,13.443514227645183,0
WRK-000358,1.0548523206751055,0.1,2.3003281958399784,1
WRK-000359,3.0120481927710845,1.0,10.877731231536389,0
WRK-000360,1.178646594319138,0.1,156.74860037357007,3
WRK-000361,0.685259647859964,1.0,39.437363873862964,1
WRK-000362,0.685259647859964,1.0,4.578068868651926,0
WRK-000363,1.178646594319138,0.1,25.481948963489348,0
WRK-000364,1.4285714285714286,0.1,45.45626711111228,0
WRK-000365,1.0,0.1,2.6772073215067635,1
WRK-000366,1.0,0.1,18.98713871325816,0
WRK-000367,0.5,0.1,52.168611788862066,1
WRK-000368,0.5,0.1,10.31983927459212,0
WRK-000369,4.0,0.1,9.843213841879267,0
WRK-000370,1.1,0.1,13.280853946501288,1
WRK-000371,1.0400478182904962,0.1,4.118898660017679,0
WRK-000372,1.0400478182904962,0.1,3.6016971206823873,0
WRK-000373,1.0400478182904962,0.1,62.14102979647051,0
WRK-000374,1.0400478182904962,0.1,48.01959882625737,0
WRK-000375,1.0400478182904962,0.1,11.776945396419617,0
WRK-000376,1.0400478182904962,0.1,6.469800162646203,0
WRK-000377,1.0400478182904962,0.1,26.883186506699293,0
WRK-000378,1.0400478182904962,0.1,86.95789144977006,1
WRK-000379,1.0400478182904962,0.1,43.345843908189224,1
WRK-000380,1.0400478182904962,0.1,9.721668679522924,0
WRK-000381,1.0400478182904962,0.1,13.244849597715673,0
WRK-000382,1.0400478182904962,0.1,21.910286724659485,0
WRK-000383,1.0400478182904962,0.1,15.016454773633313,0
WRK-000384,1.0400478182904962,0.1,6.481373469419697,0
WRK-000385,1.0400478182904962,0.1,6.423046159831759,2
WRK-000386,1.0400478182904962,0.1,21.661974158112276,0
WRK-000387,1.0400478182904962,0.1,69.86012855154036,0
WRK-000388,1.0400478182904962,0.1,3.833483939842128,1
WRK-000389,1.0400478182904962,0.1,23.78427495773184,0
WRK-000390,1.0400478182904962,0.1,52.49363657304273,0
WRK-000391,4.952030642065162,0.1,0.2547574821744727,0
WRK-000392,1.6,0.1,10.97332249118571,0
WRK-000393,1.0,0.1,26.95874348714004,0
WRK-000394,1.0,0.3690596562184024,45.46826227873748,0
WRK-000395,0.5,0.3686868686868687,56.347898434888066,0
WRK-000396,1.002004008016032,0.1,6.680181658350329,0
WRK-000397,0.5,0.1,1.411755013885757,0
WRK-000398,1.2,0.1,6.827552770101052,1
WRK-000399,2.0,0.1,16.178621734043993,1
WRK-000400,0.5,0.1,5.295612540512434,0
WRK-000401,0.7869198312236287,0.1,8.588076076701107,1
WRK-000402,1.0548523206751055,0.1,28.379406119720407,1
WRK-000403,0.60025,0.1,0.3514560858463064,1
WRK-000404,0.7203,0.1,35.530796652444906,0
WRK-000405,1.2005,0.1,0.42288362499777254,0
WRK-000406,3.675,0.1,19.15096744359372,2
WRK-000407,0.57575,0.1,1.1810558536711462,2
WRK-000408,0.57575,0.1,6.400999689812844,0
WRK-000409,0.62475,0.1,11.682173533826955,0
WRK-000410,0.57575,0.1,43.50590813005566,0
WRK-000411,0.57575,0.1,4.3164518685182305,0
WRK-000412,2.7,0.1,77.71828253954764,1
WRK-000413,2.7,0.1,43.563761905126185,0
WRK-000414,2.2311468094600624,1.0,1.5842442041982665,0
WRK-000415,3.888888888888889,0.20181634712411706,0.17868904729145704,0
WRK-000416,1.5,0.1,3.395673429046786,0
WRK-000417,1.0,0.1,19.492836694302454,0
WRK-000418,0.60025,0.1,123.38199296716552,0
WRK-000419,4.0,0.1,7.103901686023724,0
WRK-000420,0.5,0.1,27.952982228425597,0
WRK-000421,1.078,0.1,1.6776097373897918,0
WRK-000422,0.5978,0.1,31.228183099833657,0
WRK-000423,1.4406,0.1,39.76301984043403,0
WRK-000424,1.078,0.1,44.340085411264944,0
WRK-000425,1.078,0.1,45.01593907454301,0
WRK-000426,1.078,0.1,32.90987457749859,1
WRK-000427,0.8379,0.1,1.6958516048131438,2
WRK-000428,1.0045,0.1,16.48176987398221,0
WRK-000429,1.0045,0.1,138.9452611938011,4
WRK-000430,1.0045,0.1,9.369370400105195,1
WRK-000431,1.0045,0.1,44.67228380069433,0
WRK-000432,3.2870084672311486,0.1,43.10223964766928,0
WRK-000433,0.6012024048096193,0.1,23.387890294514705,0
WRK-000434,1.3,0.1,5.031280397670672,0
WRK-000435,0.6012024048096193,0.1,22.04880251221649,0
WRK-000436,3.006012024048096,0.1,5.748612692356887,0
WRK-000437,0.06733420887667471,0.1,29.69081239842054,1
WRK-000438,1.2005,0.1,3.869167808845077,0
WRK-000439,2.597,0.1,23.675276162299852,0
WRK-000440,2.156,0.1,9.505400957797214,1
WRK-000441,0.9604,0.1,1.8898069625068064,1
WRK-000442,0.9604,0.1,27.60155620512341,1
WRK-000443,1.2005,0.1,2.5388164241799256,0
WRK-000444,0.9604,0.1,85.4604589064322,0
WRK-000445,0.9604,0.1,13.177192105555577,2
WRK-000446,0.7203,0.1,7.102405114558915,0
WRK-000447,2.401,0.1,3.988853006098487,0
WRK-000448,2.2785,0.1,14.589445698878896,0
WRK-000449,1.0,1.0,27.822277430582698,0
WRK-000450,1.0,1.0,35.523937908969316,0
WRK-000451,1.25,1.0,17.580812747125325,0
WRK-000452,1.0,0.1,67.75318407313608,0
WRK-000453,1.8,0.1,206.61406371031615,4
WRK-000454,1.0,1.0,3.5687477250253483,0
WRK-000455,0.3,0.1,64.72223190856485,0
WRK-000456,0.15,1.0,8.076890078057769,0
WRK-000457,0.2,1.0,67.99961360788434,0
WRK-000458,1.0116279069767442,1.0,6.20460352488551,0
WRK-000459,1.0116279069767442,1.0,10.517028176102148,0
WRK-000460,1.0,1.0,22.923662647928214,0
WRK-000461,1.0,1.0,299.87035053112305,2
WRK-000462,2.2222222222222223,0.1,52.680464973552375,0
WRK-000463,0.36535769051270084,0.1,8.972457239274977,0
WRK-000464,1.0,0.1,5.185700080084269,0
WRK-000465,0.36535769051270084,0.1,1.2141398571436381,0
WRK-000466,0.42857142857142855,0.1,0.5094487275372368,0
WRK-000467,0.2,0.1,0.5830605042051585,0
WRK-000468,2.0,0.1,7.626251132336405,0
WRK-000469,0.36535769051270084,0.1,7.30274181601024,1
WRK-000470,0.36535769051270084,0.1,20.41126041827921,0
WRK-000471,0.36535769051270084,0.1,45.8002798588526,0
WRK-000472,1.0465116279069768,1.0,23.451485443219646,0
WRK-000473,1.0465116279069768,1.0,21.809183729831673,0
WRK-000474,1.0465116279069768,1.0,11.076798545383141,0
WRK-000475,1.5,0.1,19.360422538169974,0
WRK-000476,1.5,0.1,16.01249610342029,0
WRK-000477,3.6015,0.1,1.0738314342584196,0
WRK-000478,1.3916,0.1,5.374398444032661,0
WRK-000479,0.60025,0.1,5.18530577473645,0
WRK-000480,0.9604,0.1,1.5371739270100224,0
WRK-000481,0.60025,0.1,9.148520954747625,0
WRK-000482,0.60025,0.1,1.186293633279208,0
WRK-000483,0.60025,0.1,30.08607905121544,0
WRK-000484,1.3333333333333333,0.1,30.795308514173378,1
WRK-000485,0.685259647859964,0.1,2.1546943901120925,1
WRK-000486,0.685259647859964,0.1,1.723450516138822,0
WRK-000487,0.8571428571428571,0.1,62.594657731995866,1
WRK-000488,0.5581914596706671,0.1,6.274164768158631,0
WRK-000489,1.0,0.1,14.09074309080038,0
WRK-000490,1.0619198312236287,0.1,12.29447262208318,1
WRK-000491,1.0,0.1,25.46468636681537,0
WRK-000492,1.0,0.1,20.73092278555488,0
WRK-000493,1.0,0.1,45.76988985729399,0
WRK-000494,1.0,0.1,3.7702528189436246,0
WRK-000495,1.0,0.1,20.652120357333352,0
WRK-000496,1.0,0.1,8.595170835508206,0
WRK-000497,2.5,0.1,14.296431313486206,0
WRK-000498,0.8888888888888888,0.1,82.89036720124452,0
WRK-000499,1.0,1.0,10.823028062893469,0
